Company,Rating,Good Review,Bad Review,Industry,HQ,Total locations
Nestlé,3.7,Salary,"Promotions, Work Life Balance, Work Satisfaction",FMCG,Gurugram,285
Exide Industries,3.4,Not Available,Not Available,Electrical Equipment,Kolkata,200
UnitedHealth,4.0,"Job Security, Work Life Balance, Company Culture",Promotions,Healthcare,Hyderabad,19
Star Health & Allied Insurance,3.5,Not Available,Not Available,Insurance,Chennai,339
Foxconn,3.8,Job Security,Promotions,Electronics Manufacturing,Chennai,65
Shell,3.9,"Work Life Balance, Company Culture, Salary","Promotions, Job Security",Oil & Gas,Bengaluru,92
KPMG Global Services,3.4,Not Available,Not Available,Management Consulting,Bengaluru,39
TVS Supply Chain Solutions,3.8,Job Security,"Promotions, Salary",Logistics,Chennai,157
Micro Labs,3.6,Job Security,"Promotions, Salary, Company Culture",Pharma,Bengaluru,157
Flex,3.9,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Electronics Manufacturing,Chennai,47
ElasticRun,3.6,Not Available,Not Available,Logistics,Pune,392
KFintech,3.3,Not Available,Not Available,Financial Services,Hyderabad,115
Care Health Insurance,3.5,Not Available,Not Available,Insurance,Gurugram,259
Capita,3.5,Not Available,Not Available,BPO,Pune,33
Ajanta Pharma,3.9,Job Security,Promotions,Pharma,Mumbai,119
Gallagher,3.6,"Work Life Balance, Job Security","Promotions, Salary, Work Satisfaction",Insurance,Bengaluru,31
G4S,4.0,"Work Life Balance, Job Security, Salary",Promotions,Law Enforcement & Security,Gurugram,169
Blue Star,4.0,"Company Culture, Skill Development, Work Life Balance",Promotions,Consumer Electronics & Appliances,Mumbai,151
Sonalika Tractors,3.5,Not Available,Not Available,Automobile,Hoshiarpur,198
Whitehat jr,3.3,Not Available,Not Available,EdTech,Mumbai,49
Movate,3.1,Not Available,Not Available,IT Services & Consulting,Chennai,39
Tata Advanced Systems,3.7,Job Security,"Promotions, Salary",Defence & Aerospace,Bengaluru,59
Photon Interactive,4.1,Not Available,Not Available,IT Services & Consulting,Chennai,20
Voltas,4.0,"Job Security, Work Life Balance, Company Culture",Promotions,Consumer Electronics & Appliances,Mumbai,204
Adani Power,3.7,Not Available,Not Available,Power,Mundra,132
DBS Bank,3.7,Salary,"Promotions, Work Satisfaction",Banking,Hyderabad,182
NoBroker,3.0,Not Available,Not Available,Internet,Bengaluru,48
BlackBuck,3.7,Not Available,Not Available,Internet,Bengaluru,364
ACT Fibernet,3.8,"Company Culture, Job Security",Promotions,Telecom,Hyderabad,59
Foundever,3.3,Not Available,Not Available,BPO,Hyderabad,22
IntouchCX,2.7,Not Available,Not Available,BPO,Hyderabad,23
Himalaya Wellness,3.9,Work Life Balance,Promotions,Pharma,Bengaluru,246
Domino's Pizza,3.9,Not Available,Not Available,Hospitality,New Delhi,256
Laurus Labs,4.3,Not Available,Not Available,Pharma,Visakhapatnam,36
Fortis Healthcare,4.0,Not Available,Not Available,Healthcare,New Delhi,70
BT Group,3.8,"Work Life Balance, Company Culture","Promotions, Skill Development, Salary",Telecom,Gurugram,27
V-Mart,4.0,Not Available,Not Available,Retail,Gurugram,288
Sahrudaya Healthcare (Medicover Hospitals),4.3,Not Available,Not Available,Healthcare,Hyderabad,47
JCB,3.9,Work Life Balance,Promotions,Industrial Machinery,Pune,112
Alldigi Tech,3.8,Job Security,Promotions,BPO,Chennai,38
Northern Trust Operating Services,3.6,Not Available,Not Available,Financial Services,Bengaluru,29
Sterlite Technologies,3.8,Not Available,Not Available,Hardware & Networking,Chhatrapati Sambhajinagar,102
Adani Group,3.8,Salary,Promotions,Power,Ahmedabad,202
Tractors and Farm Equipment,3.9,"Work Life Balance, Skill Development",Promotions,Industrial Machinery,Chennai,193
Bajaj Electricals,3.9,"Work Life Balance, Salary",Promotions,Consumer Electronics & Appliances,Mumbai,236
CorroHealth Infotech,3.6,Salary,"Work Life Balance, Job Security, Promotions",Analytics & KPO,Hyderabad,39
GAO Tek,4.4,"Work Life Balance, Skill Development, Company Culture",Salary,Electrical Equipment,New York,46
Sammaan Capital Limited,3.7,Work Life Balance,Promotions,NBFC,Gurugram,200
Parle Agro,3.9,"Work Life Balance, Job Security",Promotions,Beverage,Mumbai,260
ICICI Securities,3.9,"Job Security, Work Life Balance",Promotions,Financial Services,Mumbai,155
Emcure Pharmaceuticals,3.6,Not Available,Not Available,Pharma,Pune,122
Biocon Limited,4.0,"Work Life Balance, Company Culture, Job Security",Promotions,Biotechnology,Bengaluru,67
Planet Spark,3.8,Not Available,Not Available,EdTech,Gurugram,60
TaskUs,3.0,Not Available,Not Available,BPO,Indore,39
Hero FinCorp,3.9,"Company Culture, Work Life Balance",Promotions,NBFC,New Delhi,396
Mahindra Holidays & Resorts,3.5,Not Available,Not Available,Hospitality,Mumbai,115
Cadila Pharmaceuticals,3.2,Not Available,Not Available,Pharma,Ahmedabad,141
Mahindra Rural Housing Finance,4.0,"Work Life Balance, Company Culture",Promotions,NBFC,Mumbai,477
Datamatics Global Services,3.4,Not Available,Not Available,IT Services & Consulting,Mumbai,39
Intellect Design Arena,3.5,Job Security,"Promotions, Company Culture, Work Life Balance",Software Product,Chennai,41
McDonald's,3.8,"Skill Development, Job Security",Salary,Hospitality,New Delhi,153
Paras Hospital,4.1,Not Available,Not Available,Healthcare,Patna,61
Syngene International,3.7,Work Life Balance,"Promotions, Work Satisfaction, Salary",Clinical Research,Bengaluru,23
Patanjali Ayurved,4.0,Work Life Balance,Promotions,FMCG,Haridwar,302
Bureau Veritas,3.8,Work Life Balance,"Promotions, Salary",Other,Mumbai,151
Aditya Birla Group,4.1,Not Available,Not Available,Metals & Mining,Mumbai,276
RMSI,3.5,Not Available,Not Available,IT Services & Consulting,Hyderabad,26
Cholamandalam MS General Insurance,3.7,Not Available,Not Available,Insurance,Chennai,397
Newgen Software Technologies,4.1,Not Available,Not Available,IT Services & Consulting,Noida,33
3i Infotech,3.5,Not Available,Not Available,IT Services & Consulting,Mumbai,135
Taj Hotels Resorts and Palaces,4.2,Not Available,Not Available,Hospitality,Mumbai,115
Info Edge,3.8,Job Security,"Promotions, Skill Development, Salary",Internet,Noida,71
Statestreet HCL Services,3.4,Not Available,Not Available,BPO,Chennai,19
Aavas Financiers,3.9,Skill Development,Promotions,NBFC,Jaipur,301
Delhi Public School,3.7,Not Available,Not Available,Education & Training,New Delhi,278
Capgemini Engineering,3.3,Not Available,Not Available,IT Services & Consulting,Bengaluru,29
Axis Direct,3.6,Not Available,Not Available,Financial Services,Mumbai,272
Cybage,3.7,Work Life Balance,"Promotions, Skill Development, Salary",IT Services & Consulting,Pune,16
Straive,3.3,Not Available,Not Available,IT Services & Consulting,Chennai,34
Lodha,4.2,Not Available,Not Available,Real Estate,Mumbai,31
Sopra Steria,3.9,"Work Life Balance, Job Security, Company Culture",Promotions,IT Services & Consulting,Noida,20
Kia India,3.9,"Job Security, Skill Development",Promotions,Automobile,Anantapur,192
Apollo Pharmacy,3.7,Job Security,"Promotions, Salary, Work Satisfaction",Pharma,Hyderabad,292
TCE,3.9,"Work Life Balance, Job Security",Promotions,Engineering & Construction,Mumbai,134
KocharTech,3.6,Not Available,Not Available,IT Services & Consulting,Kolkata,26
Xoriant,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,IT Services & Consulting,Pune,24
GVK Emergency Management and Research Institute,3.6,Not Available,Not Available,Non-Profit,Lucknow,218
Akums Drugs & Pharmaceuticals Limited,4.2,Not Available,Not Available,Pharma,Haridwar,42
SBI Securities,3.6,Not Available,Not Available,Financial Services,Mumbai,325
Team Computers,3.6,Not Available,Not Available,IT Services & Consulting,New Delhi,109
Sobha,3.8,Job Security,"Promotions, Work Life Balance, Salary",Real Estate,Bengaluru,40
Star Union Dai-ichi Life Insurance,3.8,Not Available,Not Available,Insurance,Mumbai,335
Isgec Heavy Engineering,3.8,Job Security,Promotions,Engineering & Construction,Noida,226
Endurance Technologies Limited,3.9,"Skill Development, Job Security, Salary",Promotions,Auto Components,Chhatrapati Sambhajinagar,53
Bharat Petroleum,4.2,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Oil & Gas,Mumbai,266
Eureka Forbes,3.6,Not Available,Not Available,Consumer Electronics & Appliances,Mumbai,187
BNP Paribas,3.7,"Job Security, Work Life Balance","Promotions, Salary, Skill Development",Banking,Mumbai,28
Lifestyle,4.2,Not Available,Not Available,Retail,Bengaluru,131
Daikin Airconditioning India Pvt. Ltd.,4.1,"Job Security, Work Life Balance, Company Culture",Promotions,Consumer Electronics & Appliances,Neemrana,110
Panasonic Life Solutions India,3.9,"Company Culture, Work Life Balance, Job Security",Promotions,Consumer Electronics & Appliances,Mumbai,171
Radisson Hotels,4.0,Not Available,Not Available,Hospitality,New Delhi,134
Myntra,3.8,"Company Culture, Skill Development",Promotions,Internet,Bengaluru,104
AWL Agri Business,4.1,Not Available,Not Available,FMCG,Ahmedabad,207
Unacademy,2.9,Not Available,Not Available,EdTech,Bengaluru,75
Bharti AXA Life Insurance,3.6,Not Available,Not Available,Insurance,Mumbai,248
SBI General Insurance,3.5,Not Available,Not Available,Insurance,Mumbai,302
Cisco,4.1,"Company Culture, Work Life Balance, Salary",Promotions,Hardware & Networking,Bengaluru,49
Renault Nissan Technology & Business Centre India,3.6,Work Life Balance,"Promotions, Salary, Work Satisfaction",Automobile,Chennai,22
Meesho,3.7,Salary,"Job Security, Promotions",Internet,Bengaluru,138
ValueLabs,3.4,Not Available,Not Available,IT Services & Consulting,Hyderabad,22
Sify Technologies,3.6,Not Available,Not Available,IT Services & Consulting,Chennai,138
Coromandel International,4.1,"Job Security, Company Culture, Work Life Balance",Promotions,Agro Chemicals,Visakhapatnam,187
Lava International,3.9,"Company Culture, Work Life Balance, Skill Development",Promotions,Consumer Electronics & Appliances,Noida,224
Allstate,3.7,Work Life Balance,Promotions,Insurance,Pune,18
Whirlpool,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Consumer Electronics & Appliances,Pune,175
Indian Railways,4.2,Not Available,Not Available,Railways,Kolkata,252
GlaxoSmithKline Pharmaceuticals,4.1,"Company Culture, Work Life Balance, Salary",Promotions,Pharma,Bengaluru,217
Henry Harvin Education,3.9,Not Available,Not Available,EdTech,Noida,35
Shahi Exports,4.0,"Job Security, Company Culture, Work Life Balance",Promotions,Fashion & Textile,Bengaluru,73
Bank of Baroda,3.6,Job Security,"Promotions, Work Satisfaction, Company Culture",Banking,Mumbai,306
Generali Central Life Insurance,3.4,Not Available,Not Available,Insurance,Mumbai,209
Mercedes-Benz Research and Development India,3.5,"Work Life Balance, Job Security","Promotions, Work Satisfaction, Skill Development",IT Services & Consulting,Bengaluru,54
JK Tyre,3.8,Not Available,Not Available,Auto Components,Chennai,149
Spark Minda,3.8,Not Available,Not Available,Auto Components,Pune,77
Poonawalla Fincorp,3.6,Not Available,Not Available,NBFC,Pune,268
Manipal Hospitals,4.0,"Job Security, Skill Development, Company Culture",Promotions,Healthcare,Bengaluru,67
Jio Platforms,3.3,Job Security,"Promotions, Salary, Company Culture",IT Services & Consulting,Mumbai,106
FirstCry,3.5,Not Available,Not Available,Retail,Pune,217
NTT DATA Business Solutions,4.1,Not Available,Not Available,IT Services & Consulting,Bengaluru,33
Life Insurance Corporation of India,4.4,Not Available,Not Available,Insurance,Mumbai,480
Saint-Gobain,3.8,"Job Security, Company Culture, Work Life Balance","Promotions, Salary",Building Material,Mumbai,105
Cargill,3.9,"Work Life Balance, Company Culture, Salary",Promotions,Food Processing,Bengaluru,125
Brakes India,3.9,"Job Security, Skill Development, Company Culture","Promotions, Salary",Auto Components,Chennai,102
Nuvoco Vistas,4.1,Not Available,Not Available,Building Material,Kolkata,205
Nokia Networks,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Hardware & Networking,Chennai,87
upGrad,3.3,Not Available,Not Available,EdTech,Bengaluru,53
CAMS,3.6,Job Security,"Promotions, Salary, Company Culture",Financial Services,Chennai,111
BHEL,4.2,Not Available,Not Available,Electrical Equipment,Bengaluru,140
Infinite Computer Solutions,3.2,Not Available,Not Available,IT Services & Consulting,Bengaluru,37
Microsoft Corporation,3.8,"Work Life Balance, Company Culture","Job Security, Promotions",Software Product,Bengaluru,48
Power Mech Projects,3.8,Job Security,"Promotions, Company Culture",Engineering & Construction,Hyderabad,153
Kotak Securities,3.4,Not Available,Not Available,Financial Services,Mumbai,144
Force Motors,3.7,Not Available,Not Available,Automobile,Pune,108
CitiusTech,3.1,Not Available,Not Available,IT Services & Consulting,Mumbai,18
Pfizer,3.9,"Work Life Balance, Company Culture","Promotions, Job Security",Pharma,Visakhapatnam,134
"Maruti Suzuki India Limited, Hansalpur",4.2,Not Available,Not Available,Automobile,Ahmedabad,111
Provana,4.1,Not Available,Not Available,BPO,Noida,13
EPAM Systems,3.7,"Skill Development, Salary, Work Life Balance","Promotions, Job Security, Work Satisfaction",IT Services & Consulting,Hyderabad,37
IndusInd General Insurance,3.6,Not Available,Not Available,Insurance,Mumbai,199
Huawei Technologies,4.1,"Salary, Skill Development, Company Culture",Job Security,Telecom,Bengaluru,105
Biological E,4.2,Not Available,Not Available,Pharma,Hyderabad,76
ITC Hotels,4.1,"Job Security, Skill Development, Company Culture",Promotions,Hospitality,Bengaluru,96
Simplex Infrastructures,3.4,Not Available,Not Available,Engineering & Construction,Kolkata,139
SGS,3.7,Not Available,Not Available,Engineering & Construction,Mumbai,149
Reliance Trends,4.1,Not Available,Not Available,Retail,Bengaluru,397
Morgan Stanley,3.6,Not Available,Not Available,Financial Services,Mumbai,20
Raymond Lifestyle Limited,4.2,"Work Life Balance, Company Culture, Job Security",Promotions,Fashion & Textile,Mumbai,151
K12 Techno Services,3.7,Not Available,Not Available,EdTech,Bengaluru,44
Delphi TVS,3.8,Skill Development,"Promotions, Salary",Auto Components,Chennai,62
Aditya Birla Health Insurance Co,3.7,Not Available,Not Available,Insurance,Mumbai,258
Ola Cabs,3.2,Not Available,Not Available,Internet,Bengaluru,113
Renault-Nissan,4.1,"Job Security, Company Culture, Work Life Balance",Promotions,Automobile,Chennai,86
YASH Technologies,3.6,Not Available,Not Available,IT Services & Consulting,Hyderabad,33
Extramarks Education,3.2,Not Available,Not Available,EdTech,Noida,113
Narayana Health,4.0,"Job Security, Work Life Balance, Skill Development",Promotions,Healthcare,Bengaluru,67
Shadowfax Technologies,3.5,Not Available,Not Available,Logistics,Bengaluru,253
Trent,3.8,Job Security,Promotions,Retail,Mumbai,151
IDBI Bank,3.3,Not Available,Not Available,Banking,Mumbai,345
Haier Appliances India,3.9,"Skill Development, Salary",Promotions,Consumer Electronics & Appliances,Pune,166
Novartis,4.2,"Work Life Balance, Company Culture, Salary",Promotions,Pharma,Hyderabad,76
Senco Gold,4.4,Not Available,Not Available,Jewellery,Kolkata,84
AECOM,4.2,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Engineering & Construction,Gurugram,126
Honeywell Automation,3.8,Not Available,Not Available,Industrial Automation,Pune,79
HSBC Electronic Data Processing,4.0,"Work Life Balance, Job Security, Company Culture","Promotions, Salary",IT Services & Consulting,Bengaluru,20
R.R. Donnelley,3.6,Job Security,"Promotions, Salary",Marketing & Advertising,Chennai,28
SAP,4.1,"Work Life Balance, Company Culture, Job Security",Promotions,Software Product,Bengaluru,54
Motherson Automotive Technologies and Engineering,3.7,Job Security,"Promotions, Salary",Auto Components,Chennai,69
Schindler,3.9,"Skill Development, Company Culture, Salary",Promotions,Industrial Machinery,Pune,91
L&T Energy Hydrocarbon,3.8,Job Security,"Work Life Balance, Promotions, Company Culture",Engineering & Construction,Vadodara,91
Paisabazaar.com,3.4,Not Available,Not Available,Internet,Gurugram,36
Ninjacart,3.7,Not Available,Not Available,Internet,Bengaluru,115
Globiva,3.0,Not Available,Not Available,BPO,Gurugram,33
CMS Infosystems,3.5,Not Available,Not Available,Software Product,Mumbai,225
NCR Voyix,3.4,Not Available,Not Available,IT Services & Consulting,Hyderabad,90
Aye Finance,4.1,Not Available,Not Available,NBFC,Gurugram,385
V-Guard,4.3,"Company Culture, Work Life Balance, Job Security",Promotions,Consumer Electronics & Appliances,Kochi,172
Uflex,3.8,"Job Security, Work Life Balance",Promotions,Packaging,Noida,49
Crisil,3.5,Not Available,Not Available,Analytics & KPO,Mumbai,82
TELUS Digital,3.5,Not Available,Not Available,IT Services & Consulting,Noida,29
State Street Syntel,3.7,"Job Security, Skill Development","Promotions, Salary",Financial Services,Pune,22
Spinny,3.6,Not Available,Not Available,Internet,Gurugram,63
Dr Lal PathLabs,4.2,Not Available,Not Available,Healthcare,New Delhi,203
